epoch,accuracy,loss,val_accuracy,val_loss
0,0.5863747,0.6805002911247476,0.5707317,0.6751329473086766
1,0.65206814,0.6293590717072034,0.70731705,0.5996619633265904
2,0.7530414,0.5525985135359196,0.7609756,0.5222962413515363
3,0.76155716,0.5165999681120081,0.7707317,0.46672687360218595
4,0.7931873,0.43970876526078456,0.73170733,0.5321949337209974
